mep_id,mep_name,group,Timothy Kirkhope Am 55,Timothy Kirkhope Am 53PC = Bloc 1,Timothy Kirkhope Am 53PC Art 2,Timothy Kirkhope Am 53PC Art 3.3,Timothy Kirkhope Am 53PC Art 3.9,Timothy Kirkhope Am 59,Timothy Kirkhope Am 53PC Art 6 §1,Timothy Kirkhope Am 53PC Art 6 §9/1,Timothy Kirkhope Am 53PC Art 6 §9/2,Timothy Kirkhope Am 53PC Art 8 §1/1,Timothy Kirkhope Am 53PC Art 8 §1/2,Timothy Kirkhope Am 54,Timothy Kirkhope Am 53PC Art 9 §1,Timothy Kirkhope Am 53PC Art 12,Timothy Kirkhope Am 61,Timothy Kirkhope Am 53PC Art 19 §3,Timothy Kirkhope Am 53PC Recital 10,Timothy Kirkhope Am 53PC Recital 32,Timothy Kirkhope Proposition modifiée,Timothy Kirkhope Résolution législative,Constance Le Grip Am 3,Constance Le Grip Résolution législative,Indrek Tarand Am 16,Indrek Tarand § 26,Indrek Tarand Am 3,Indrek Tarand Am 1,Indrek Tarand Am 28,Indrek Tarand § 37,Indrek Tarand § 38,Indrek Tarand Am 2,Indrek Tarand Am 22,Indrek Tarand Am 4,Indrek Tarand Am 5,Indrek Tarand Am 24,Indrek Tarand Résolution,Am 9,Am 19,Am 20,§ 5,Am 21,Am 22=37,Am 23,Am 10,Am 24,Am 25,Am 26,Am 27,Am 28,Am 29,Am 30,Am 31,Am 15,Am 47,Am 17,Am 34,Résolution,§ 1,§ 2,§ 7/2,§ 26/2,Tamás Meszerics § 2,Tamás Meszerics § 3/1,Tamás Meszerics § 3/2,Tamás Meszerics § 4,Tamás Meszerics § 8,Tamás Meszerics § 34/1,Tamás Meszerics § 34/2,Tamás Meszerics § 49/1,Tamás Meszerics § 49/2,Tamás Meszerics § 71,Tamás Meszerics Considérant H,Tamás Meszerics Résolution,Nirj Deva § 32/1,Nirj Deva § 32/2,Nirj Deva Résolution
53b2de0cb819f205b00000e0,Nagy,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,,Against,For,For,Against,For,For,For,For,For,For,For,Against,For
4f1ada0fb819f207b300004e,Obermayr,ENF,For,Against,Abstain,Abstain,Abstain,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Abstain,Against,Against,Against,,For,Abstain,For,Abstain,Abstain,For,Abstain,For,Abstain,For,Abstain,Abstain,Abstain,For,Against,For,Against,Against,Against,Against,Abstain,Against,For,Against,Abstain,Abstain,For,Against,Against,Against,Abstain,For,Against,For,Against,Against,Against,Against,Against,For,Against,Abstain,Against,Against,Abstain,Abstain,Against,Abstain,Against,Against,Abstain,Against,For,Against,For
4f1ad94eb819f207b300000c,McGuinness,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,,,,,,,,,,,,,,,,,,,,,,,,,,
53b2dda8b819f205b00000cb,Mélin,ENF,For,Against,Against,Against,,,For,Against,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,For,For,Abstain,For,For,For,Against,For,For,,Abstain,For,For,Against,For,Abstain,For,Against,For,Abstain,Abstain,For,,Abstain,Abstain,Abstain,Against,Against,Against,Against,For,Against,For,Against,Against,Against,Against,Against,Abstain,Abstain,Against,Against,For,For,For,Against,For,Against,Against,For,Against,Abstain,Abstain,
4f1adab7b819f207b3000087,Reul,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,For,Against,For,For,Against,Against,For,For,For,For,For,For,Against,For
4f1ac7c4b819f25efd0000aa,Engel,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,For,For,For,,,,,,,,,,,
53b2daeab819f205b000007e,Henkel,ECR,,,,,,,,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Against,Against,Against,Against,Against,Against,For,Against,For,Against,Against,For,Against,For,Against,Against,Abstain,Against,Abstain,Against,Against,Against,For,For,For,Against,Against,,,,,,,,,,,,,,,,,,,
53b2e044b819f205b0000136,Sulík,ECR,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Abstain,Against,Abstain,Abstain,Abstain,Against,Against,Against,For,Against,Against,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Abstain,For,Against,Against,Against,For,For,For,For,Against,Abstain,Against,Against,Against,,,Against,Against,Against,For,Against,For,Against,For
4f1ada6cb819f207b300006d,Pietikäinen,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,,Against,For,For,For,For,For,For,For,For,For,For,Against,Against,For,For,For,For,For,For,For,For
4f1adcb7b819f207b3000132,Záborská,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,For,Against,Abstain,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,Against,For,For,Against,Against,For,For,For,For,For,For,Against,For
53b2dbe2b819f205b0000097,Karlsson,ECR,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Against,Against,Against,Abstain,Against,Abstain,For,Against,For,For,Against,Against,Abstain,Against,Against,Against,Against,Abstain,For,Against,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,For,Against,Against,For,For,For,Against,For
53b2e071b819f205b000013f,Tapardel,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,For,Abstain,For,Against,For,Against,Against,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For
4f1adc60b819f207b3000115,Verhofstadt,ALDE,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,Against,For,For,For,For,For,Against,For,For,For,Against,Against,For,For,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,Against,For,For,For,For,For,For,For,Against,For,Against,For,For,Against,Against,For,For,For,For,For,
51ec6323b819f25752000462,Mussolini,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,,,,,,,,,,,,,,,,,,,
53b2dd58b819f205b00000c0,Marias,ECR,For,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,For,Against,For,For,For,Against,For,For,For,Against,For,For,Against,For,Against,Against,For,For,Against,For,For,For,For,For,For,For,For,For,For,Abstain,Abstain,Against,For,Against,For,Against,,,,,,,,,,,,,,,,,,,
4f1adb06b819f207b30000a2,Sârbu,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,Abstain,Abstain,Against,For,Against,For,For,Against,For,For,For,Against,For,Against,Against,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For
4f1ad94bb819f207b300000b,McClarkin,ECR,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,Against,For,Against,Abstain,Against,Against,Against,Against,Against,Against,Against,Against,Abstain,For,Against,Against,For,For,For,For,For,Against,Abstain,Against,Against,Against,For,Against,Against,Against,Against,For,Against,For,Against,For
4f1ac66ab819f25efd00003c,Blinkevičiūtė,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,For,Against,For,For,For,Against,For,Against,For,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For
53b2dc1db819f205b00000a0,Korwin-Mikke,NI,For,Against,Against,Abstain,For,For,For,For,For,For,For,Abstain,Abstain,For,For,For,Against,Abstain,Against,Against,Abstain,Against,For,Abstain,Against,For,For,For,For,For,For,Against,Against,For,Against,For,For,For,Abstain,Against,Abstain,Abstain,For,Against,For,For,For,For,Against,Against,Abstain,For,Abstain,For,Abstain,Against,,,,,,,,,,,,,,,,,,,
51ec5c64b819f2575200024c,Gill Neena,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,For,,For,For,For,,For,Against,For,Against,Against,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For
53b2d9cfb819f205b0000066,Fountoulis,NI,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,Against,For,Against,Against,Against,Against,Against,For,Against,For,For,For,For,Against,For,For,For,For,Against,For,For,Against,For,Against,Against,Against,Abstain,Abstain,Against,For,For,Abstain,For,For,Against,Against,Against,Against,For,Against,For,Against,Against,Against,Against,Against,Against,For,Against,For,For,For,For,Against,For,For,Against,Against,Against,Against,Against,Against
53b2d71ab819f205b000000c,Annemans,ENF,Against,For,For,For,For,Against,Abstain,Abstain,Abstain,Abstain,For,For,For,Against,For,Against,For,Against,Abstain,For,Abstain,Abstain,For,Abstain,For,For,For,For,For,For,For,Against,For,For,Against,For,Against,For,Against,For,For,Against,For,For,Abstain,Against,For,Against,Against,Against,Against,For,Against,For,Abstain,Against,Against,Against,Against,Abstain,Abstain,For,Abstain,For,,Against,Abstain,Against,Against,Against,For,,,,Abstain
4f1ac940b819f25efd000122,Jäätteenmäki,ALDE,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,Against,For,For,For,For,For,Against,For,For,For,Against,Against,For,For,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,,,For,For,For,For,For,For,For,For,For,For,For,Against,Against,For,For,For,For,For,For
53b2d711b819f205b0000009,Anderson Lucy,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,For,,For,For,For,,For,Against,For,For,Against,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,,,
53b2e048b819f205b0000138,Svoboda,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,For,Against,For,For,Against,Against,For,For,For,For,For,For,Against,For
4f1adcbab819f207b3000133,Zahradil,ECR,Against,For,For,,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Abstain,For,Abstain,Abstain,For,Against,Against,Against,Against,For,For,Against,Against,Against,Against,Against,Against,,Against,Against,Against,Against,Abstain,For,Against,Against,Abstain,For,For,Abstain,For,Against,Abstain,Against,Against,Against,For,Against,Against,Against,Against,For,Against,For,Against,For
4f1ac802b819f25efd0000c0,Flašíková Beňová,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,Against,For,For,For,Against,For,For,Against,For,For,For,Against,,Against,For,For,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,,,
4f1ad272b819f27595000026,López-Istúriz White,PPE,,,,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,For,Against,Against,Abstain,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,,,,,,,,,,,,,,,,,,,,,,,,
4f1ac684b819f25efd000045,Boştinaru,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,Against,For,For,For,Against,For,Against,For,Abstain,Against,For,Abstain,For,Against,For,Against,Against,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For
4f1ac9b8b819f25efd00014e,Kósa,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,For,For,For,Against,For,For,Against,Against,For,For,For,For,For,For,Against,For
4f1adbceb819f207b30000e6,Tănăsescu,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Abstain,Against,For,Abstain,For,Against,For,Against,Against,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For
4ff339fbb819f27075000002,Thomas,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,Against,For,For,For,Against,For,Against,For,For,Against,For,Abstain,For,Against,For,Against,Against,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,For,For,,,,,,,,
53b2e05bb819f205b000013b,Szanyi,S&D,For,Abstain,Against,For,For,Abstain,Abstain,For,Abstain,For,Abstain,Abstain,For,Abstain,For,For,Against,Abstain,Against,Against,Abstain,Abstain,Against,For,Against,Against,For,For,For,Against,For,Against,Abstain,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,,,,,,,,,,
53b2d91cb819f205b000004f,Dohrmann,ECR,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,Abstain,Against,For,For,Against,For,For,Against,Against,For,For,For,For,For,For,Against,For,Abstain,Abstain,Against,Against,For,For,Against,For,Against,,,,,,,,,,,,,,,,,,,
4f1ac63db819f25efd00002a,Bearder,ALDE,Against,Against,Against,Against,For,For,Against,For,For,Abstain,Against,For,Against,Against,For,,Against,Against,Against,Against,Against,For,For,For,Against,Abstain,For,For,For,Abstain,Abstain,Against,Abstain,Against,Abstain,Against,Against,Against,For,Against,Against,Against,Against,For,Against,Against,Against,For,For,For,For,Against,For,Against,Against,Abstain,For,For,For,For,,,,,,,,,,,,,,,
53b2dd54b819f205b00000be,Manscour,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,For,Against,For,Against,For,Against,For,Against,Against,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,,For,For,For,For,For,For,For,For,For,For,For,For,For,For
53b2df1eb819f205b000010a,Reintke,Verts/ALE,,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,For,Against,Against,For,For,Against,For,For,For,Against,For,For,For,Against,For,Against,Against,Against,For,Against,Against,Against,Against,For,Against,For,For,For,Abstain,For,Against,Against,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,Abstain
53b2df77b819f205b0000117,Sant,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,,For,For,Abstain,For,For,For,Against,For,Against,Against,,For,Against,Against,Against,For,Against,For,Against,Against,For,Abstain,Abstain,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,,For,Against,,,,,,,,,,,,,,,
53b2dc9fb819f205b00000ae,Lebreton,ENF,For,Against,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,Abstain,Against,Against,For,For,Abstain,For,For,For,Against,For,For,For,Abstain,For,For,Against,For,Abstain,For,Against,For,Abstain,Abstain,For,For,Abstain,Abstain,Abstain,Against,Against,Against,Against,For,Against,For,Against,Against,Against,Against,Against,Abstain,Abstain,Against,Against,For,For,For,Against,For,Against,Against,For,Against,Abstain,Abstain,Against
4f1ad99db819f207b3000027,Meissner,ALDE,For,Against,Against,For,For,For,Against,For,For,Abstain,Against,For,Against,,For,For,Against,Against,Against,Against,Against,For,For,For,Against,Against,For,For,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,Against,For,For,For,For,For,Abstain,Against,Against,For,Against,Against,Against,Against,Against,Against,,,,,
54b07f6fd1d1c5267d000000,Van Bossuyt,ECR,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,For,Abstain,For,For,For,For,For,Against,For,For,Against,Abstain,For,For,Against,Against,For,Against,For,For,For,For,For,Against,Against,Against,Against,Abstain,For,Against,Against,Against,For,For,For,For,Against,Abstain,Against,Abstain,Against,For,For,Against,Against,Against,For,Abstain,,,
51ec5b8cb819f257520001eb,Fitto,ECR,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,Against,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Abstain,For,Against,Against,For,For,For,For,For,Against,Abstain,Against,Against,Against,For,Against,Against,Against,Against,For,Against,For,Against,For
4f1ac661b819f25efd000038,Bilbao Barandica,ALDE,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,Against,For,For,For,Against,Against,Against,For,For,For,For,Against,For,For,For,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,Against,Against,For,For,Against,For,Against,For,For,For,Against,Against,For,Against,Against,For,For,For,For,For,For,For,For,For,For,For,For,Against,For,For,For,For,For,For,For
4f1ac7ceb819f25efd0000ae,Ertug,S&D,Against,Against,Against,Against,Against,For,Against,Against,For,Against,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,For,Against,For,Against,Against,For,For,For,Against,For,Against,Against,Against,For,Against,Against,Against,For,Against,,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,,,For,For,For,For,For,For,For,For,For,For,For
4f1ac8f0b819f25efd000100,Harms,Verts/ALE,For,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,For,Against,Against,For,For,Against,For,For,For,Against,For,For,For,Against,For,Against,Against,Against,For,Against,Against,Against,Against,For,Abstain,Against,For,For,Abstain,For,Against,Against,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,
53ba83feb819f24b330001db,Żółtek,ENF,For,Against,Against,Abstain,For,For,For,For,For,For,For,Abstain,For,Against,For,For,Against,Abstain,Against,Against,Abstain,Against,For,Abstain,Against,For,For,For,For,For,For,Against,Against,For,Against,For,For,Abstain,Against,Against,Abstain,Abstain,For,Against,For,For,For,Against,Against,Against,Against,For,Abstain,For,Abstain,Against,Against,Against,Against,For,Against,For,Against,Against,Against,For,Against,For,Against,Against,Abstain,Against,Against,Against,Against
4f1ac627b819f25efd000021,Balčytis,S&D,Against,For,For,For,For,Against,For,For,For,For,,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Abstain,Against,For,For,For,Against,For,Against,Against,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For
4f1adbcab819f207b30000e5,Takkula,ALDE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,For,For,For,Against,Against,Against,For,Against,Against,Against,Against,Against,For,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,For,Against,Against,For,For,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,For,For,For,For
55495f5ed1d1c51cbe000000,Ruohonen-Lerner,ECR,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,For,Against,For,For,For,For,For,For,For,Against,Against,Against,Against,For,Against,Against,,For,Against,Against,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,,For,For,Against,For,For,For,For,For,Against,Abstain,Against,Against,Against,For,Against,Abstain,Abstain,Abstain,For,Abstain,For,Against,For
53ba817db819f24b3300018b,Terricabras,Verts/ALE,For,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,For,Against,Against,For,For,Against,For,For,For,Against,For,For,For,Against,For,Against,Against,Against,For,Against,Against,Against,Against,For,Against,For,For,For,Abstain,For,Against,Against,For,Against,For,For,For,For,For,Against,,,,,,,,,,,,,,,
4f1adac2b819f207b300008c,Rivasi,Verts/ALE,For,Against,Against,Against,Against,For,Against,For,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,For,Against,Against,For,For,Against,For,For,For,Against,For,For,For,Against,For,Against,Against,Against,For,Against,Against,Against,For,For,Against,For,For,For,Abstain,For,Against,Against,For,Against,For,For,,,,,,,,,,,,,,,,,,,
53b2e014b819f205b000012d,Spyraki,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,For,For,For,Against,For,Abstain,Against,Against,Against,Abstain,Against,Against,Against,Against,Against,Against,,,,,,,,,,,,,,,,,,,,
4f1ad9a2b819f207b3000029,Melo,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,Abstain,For,Against,Against,Against,Against,Against,For,Against,For,Against,For,,For,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,,,,,,,,,,,,,,,,,,,,,
53b2ddabb819f205b00000cc,Melior,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,For,For,For,Against,For,Against,Against,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,,,,,,,,,,,,,,,,,,,
53b2dc34b819f205b00000a3,Krasnodębski,ECR,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Abstain,Abstain,For,For,For,For,Abstain,Against,Abstain,Abstain,Abstain,For,For,Against,Against,For,Against,Against,For,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Abstain,For,Against,Against,Abstain,For,For,For,For,Abstain,Against,Against,For,Abstain,Abstain,Against,For,Against,Abstain,For,Abstain,For,Against,For
53b2ded4b819f205b00000fd,Poche,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,For,Abstain,For,For,For,For,For,For,For,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,
53b2dfddb819f205b0000124,Silva Pereira,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,For,Abstain,For,Against,Abstain,Against,Against,Against,For,Against,Against,Against,For,Against,For,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For
53b2dbafb819f205b0000094,Kaili,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,For,Against,Against,Against,Abstain,Against,For,For,For,For,For,For,Against,For,For,For,Abstain,Abstain,Against,Against,Against,Against,Against,Against,For,Abstain,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,
4f1ac96ab819f25efd000135,Kalniete,PPE,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,Against,For,For,Against,Against,Against,Against,Against,For,Against,Against,Against,For,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,Against,Abstain,Against,Against,For,For,For,For,For,For,For,Against,For,For,Against,Against,,,,,,,,
4f1adc1db819f207b3000100,Turmes,Verts/ALE,,,,,,,,,,,,,Against,Against,For,Against,Against,Against,Against,Against,For,Against,Against,For,For,Against,For,For,For,Against,For,For,For,Against,For,Against,Against,Against,For,Against,Against,Against,Against,For,Against,For,For,For,Abstain,For,Against,Against,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,For,For,For,For,For,For,Abstain
4f1adb12b819f207b30000a6,Sassoli,S&D,Against,For,For,For,For,Against,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,Against,For,Against,For,Against,Against,For,Abstain,For,Against,For,Against,Abstain,Against,For,Against,Against,Against,For,Against,For,Against,Against,,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,For,,,,,,,,,,,,,,,,,,,
53b2dfe9b819f205b0000126,Škripek,ECR,Against,For,For,For,For,Against,For,For,For,For,,Against,For,For,Against,For,For,For,For,For,Against,For,For,For,For,For,For,For,For,Against,Against,Against,Against,Against,Against,Abstain,Against,For,Against,Abstain,For,Against,For,For,For,Abstain,Abstain,For,Against,For,Against,Abstain,For,Against,Against,Against,For,For,For,For,Abstain,Abstain,Against,For,Against,For,Abstain,Against,Against,Abstain,For,Abstain,For,Against,For
